candidate_probability,market_score,session,market_regime,volatility_bucket,direction,memory_confidence,memory_pf,memory_matches,is_win
0.6018167,88.80635856273886,1,3,0,0,0.0,0.0,0.0,1
0.5201294,99.7980353094732,0,3,0,0,0.0,0.0,0.0,0
0.55031985,87.4980000000005,1,0,0,0,0.0,0.0,0.0,0
0.66813064,88.96724697550925,1,0,0,0,0.0,0.0,0.0,0
0.55031985,87.25209624498699,1,0,0,0,0.0,0.0,0.0,0
0.5490695,87.67373627294783,1,0,0,0,0.0,0.0,0.0,1
0.5315366,87.62249040654066,1,3,0,0,0.0,0.0,0.0,1
0.6588345,98.9839513004979,1,0,0,0,0.0,0.0,0.0,1
0.6588345,99.38718510405248,1,0,0,0,0.0,0.0,0.0,1
0.53699136,98.34830909982033,1,0,0,0,0.0,0.0,0.0,1
0.5280504,89.90548455804058,2,3,0,0,0.0,0.0,0.0,1
